instruction,input,output
"In the ACSC ISM, What is control identitifer ISM-0869?",,Mobile devices encrypt their internal storage and any removable media.
"In the ACSC ISM, What is control identitifer ISM-1085?",,Mobile devices encrypt all sensitive or classified data communicated over public network infrastructure.
"In the ACSC ISM, What is control identitifer ISM-1196?",,OFFICIAL and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.
"In the ACSC ISM, What is control identitifer ISM-1200?",,"Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed using Secure Connections, preferably with Numeric Comparison if supported."
"In the ACSC ISM, What is control identitifer ISM-1198?",,Bluetooth pairing for OFFICIAL and PROTECTED mobile devices is performed in a manner such that connections are only made between intended Bluetooth devices.
"In the ACSC ISM, What is control identitifer ISM-1199?",,Bluetooth pairings for OFFICIAL and PROTECTED mobile devices are removed when there is no longer a requirement for their use.
"In the ACSC ISM, What is control identitifer ISM-0863?",,Mobile devices prevent personnel from installing or uninstalling non-approved applications once provisioned.
"In the ACSC ISM, What is control identitifer ISM-0864?",,Mobile devices prevent personnel from disabling or modifying security functionality once provisioned.
"In the ACSC ISM, What is control identitifer ISM-1366?",,Security updates are applied to mobile devices as soon as they become available.
"In the ACSC ISM, What is control identitifer ISM-0874?",,Mobile devices access the internet via a VPN connection to an organisation’s internet gateway rather than via a direct connection to the internet.
"In the ACSC ISM, What is control identitifer ISM-0705?",,"When accessing an organisation’s network via a VPN connection, split tunnelling is disabled."
"In the ACSC ISM, What is control identitifer ISM-1082?",,"A mobile device usage policy is developed, implemented and maintained."
"In the ACSC ISM, What is control identitifer ISM-1083?",,Personnel are advised of the sensitivity or classification permitted for voice and data communications when using mobile devices.
"In the ACSC ISM, What is control identitifer ISM-0240?",,"Paging, Multimedia Message Service, Short Message Service and messaging apps are not used to communicate sensitive or classified data."
"In the ACSC ISM, What is control identitifer ISM-0866?",,Sensitive or classified data is not viewed or communicated in public locations unless care is taken to reduce the chance of the screen of a mobile device being observed.
"In the ACSC ISM, What is control identitifer ISM-1644?",,Sensitive or classified phone calls are not conducted in public locations unless care is taken to reduce the chance of conversations being overheard.
"In the ACSC ISM, What is control identitifer ISM-0871?",,Mobile devices are kept under continual direct supervision when being actively used.
"In the ACSC ISM, What is control identitifer ISM-0870?",,Mobile devices are carried or stored in a secured state when not being actively used.
"In the ACSC ISM, What is control identitifer ISM-1084?",,"If unable to carry or store mobile devices in a secured state, they are physically transferred in a security briefcase or an approved multi-use satchel, pouch or transit bag."
"In the ACSC ISM, What is control identitifer ISM-0701?",,"Mobile device emergency sanitisation processes, and supporting mobile device emergency sanitisation procedures, are developed, implemented and maintained."
"In the ACSC ISM, What is control identitifer ISM-1298?",,Personnel are advised of privacy and security risks when travelling overseas with mobile devices.
